work_orders,Process_numbers,section_names,status,working_hours,priority
FA2303050112,8,WE,0,15,4329
FA2303050113,8,WE,0,15,4330
FA2303050112,9,CNC,0,24,4331
FA2303050113,9,CNC,0,24,4332
FA2303050112,10,ES,0,25,4333
FA2303050113,10,ES,0,25,4334
FA2303050112,11,M,0,1.5,4335
FA2303050113,11,M,0,1.5,4336
FA2303110042,2,CNC,0,12,4337
FA2303110042,3,H,0,72,4338
FA2303110042,4,GP,0,8,4339
FA2303110042,5,EP,0,0.5,4340
FA2303110042,6,WE,0,25,4341
FA2303110042,7,CNC,0,12,4342
FA2303110042,8,ES,0,15,4343
FA2303110042,9,M,0,0.5,4344
FA2303110041,2,M,0,4,4345
FA2303110041,3,H,0,72,4346
FA2303110041,4,GP,0,5,4347
FA2303110041,5,G,0,4,4348
FA2303110041,6,EP,0,0.5,4349
FA2303110041,7,WE,0,11,4350
FA2303110041,8,CNC,0,4,4351
FA2303110041,9,ES,0,15,4352
FA2303110041,10,M,0,0.5,4353
FA2303110041,11,G,0,0.3,4354
FA2303110039,2,M,0,6,4355
FA2303110040,2,M,0,6,4356
FA2303130470,2,GD,0,6,4357
FA2303110039,3,H,0,72,4358
FA2303110040,3,H,0,72,4359
FA2303130470,3,BD,0,2,4360
FA2303110039,4,GP,0,6,4361
FA2303110040,4,GP,0,6,4362
FA2303130470,4,M,0,8,4363
FA2303110039,5,G,0,2,4364
FA2303110040,5,G,0,2,4365
FA2303130470,5,CNC,0,14,4366
FA2303110039,6,EP,0,0.5,4367
FA2303110040,6,EP,0,0.5,4368
FA2303130470,6,M,0,3,4369
FA2303110039,7,WE,0,12,4370
FA2303110040,7,WE,0,11,4371
FA2303130470,7,GP,0,10,4372
FA2303110039,8,CNC,0,8,4373
FA2303110040,8,CNC,0,6,4374
FA2303130470,8,CNC,0,12,4375
FA2303110039,9,ES,0,4,4376
FA2303110040,9,ES,0,2,4377
FA2303130470,9,GP,0,3,4378
FA2303110039,10,M,0,0.6,4379
FA2303110040,10,M,0,0.5,4380
FA2303130470,10,CNC,0,6,4381
FA2303110039,11,G,0,0.5,4382
FA2303110040,11,G,0,0.5,4383
FA2303130470,11,EP,0,3,4384
FA2303130470,12,WE,0,33,4385
FA2303130470,13,CNC,0,20,4386
FA2303130470,14,P,0,1,4387
FA2303130470,15,ES,0,40,4388
FA2303130461,2,GD,0,6,4389
FA2303110027,3,CNC,0,2,4390
FA2303110028,3,H,0,72,4391
FA2303130461,3,BD,0,2,4392
FA2303110027,4,H,0,72,4393
FA2303110028,4,G,0,6,4394
FA2303130461,4,M,0,8,4395
FA2303110027,5,G,0,6,4396
FA2303110028,5,CNC,0,4.5,4397
FA2303130461,5,CNC,0,14,4398
FA2303110027,6,CNC,0,4.5,4399
FA2303110028,6,EP,0,0.5,4400
FA2303130461,6,M,0,1.5,4401
FA2303110027,7,EP,0,0.5,4402
FA2303110028,7,WE,0,5,4403
FA2303130461,7,GP,0,10,4404
FA2303110027,8,WE,0,5,4405
FA2303110028,8,ES,0,4.5,4406
FA2303130461,8,CNC,0,14,4407
FA2303110027,9,ES,0,4.5,4408
FA2303110028,9,M,0,0.5,4409
FA2303130461,9,GP,0,3,4410
FA2303110027,10,M,0,0.5,4411
FA2303130461,10,CNC,0,6,4412
FA2303130461,11,EP,0,2,4413
FA2303130461,12,WE,0,20,4414
FA2303130461,13,CNC,0,18,4415
FA2303130461,14,P,0,1,4416
FA2303130461,15,ES,0,45,4417
FA2303050114,5,CNC,0,12,4418
FA2303050115,5,CNC,0,12,4419
FA2303050114,6,ES,0,45,4420
FA2303050115,6,ES,0,45,4421
FA2303050114,7,WE,0,11,4422
FA2303050115,7,WE,0,11,4423
FA2303050114,8,G,0,8,4424
FA2303050115,8,G,0,8,4425
FA2303100134,3,WE,0,16,4426
FA2303100135,3,WE,0,16,4427
FA2303100137,3,WE,0,20,4428
FA2303100133,4,GP,0,8,4429
FA2303100134,4,GP,0,8,4430
FA2303100135,4,GP,0,8,4431
FA2303100136,4,GP,0,9,4432
FA2303100137,4,GP,0,9,4433
FA2303100138,4,G,0,9,4434
FA2303100139,4,G,0,9,4435
FA2303100133,5,G,0,4,4436
FA2303100134,5,G,0,4,4437
FA2303100135,5,G,0,4,4438
FA2303100136,5,WE,0,12,4439
FA2303100137,5,WE,0,12,4440
FA2303100138,5,ES,0,40,4441
FA2303100139,5,ES,0,40,4442
FA2303100133,6,ES,0,24,4443
FA2303100134,6,ES,0,24,4444
FA2303100135,6,ES,0,24,4445
FA2303100136,6,ES,0,20,4446
FA2303100137,6,ES,0,20,4447
FA2303100133,7,EM,0,1.5,4448
FA2303100134,7,EM,0,1.5,4449
FA2303100135,7,EM,0,1.5,4450
FA2303100136,7,M,0,1.5,4451
FA2303100137,7,M,0,1.5,4452
FA2303100133,8,M,0,1.5,4453
FA2303100134,8,M,0,1.5,4454
FA2303100135,8,M,0,1.5,4455
FA2303100136,8,G,0,2.5,4456
FA2303100137,8,G,0,2.5,4457
FA2303100133,9,G,0,0.5,4458
FA2303100134,9,G,0,0.5,4459
FA2303100135,9,G,0,0.5,4460
FA2303010107,3,WE,0,28,4461
FA2303010107,4,M,0,18,4462
FA2303100132,4,GP,0,8,4463
FA2303100132,5,G,0,4,4464
FA2303100132,6,ES,0,24,4465
FA2303100132,7,EM,0,1.5,4466
FA2303100132,8,M,0,1.5,4467
FA2303100132,9,G,0,0.5,4468
FA2303110034,2,GD,0,3,4469
FA2303110044,2,EP,0,0.3,4470
FA2303110034,3,BD,0,1.5,4471
FA2303110035,3,GP,0,2.5,4472
FA2303110044,3,WE,0,10,4473
FA2303110034,4,M,0,2,4474
FA2303110035,4,G,0,4,4475
FA2303110036,4,GP,0,3,4476
FA2303110037,4,GP,0,3,4477
FA2303110038,4,GP,0,2,4478
FA2303110043,4,GP,0,3,4479
FA2303110044,4,GP,0,4,4480
FA2303110129,4,G,0,2,4481
FA2303110130,4,G,0,2,4482
FA2303050106,5,WE,0,6,4483
FA2303050107,5,WE,0,6,4484
FA2303050108,5,WE,0,6,4485
FA2303050109,5,WE,0,6,4486
FA2303110034,5,GP,0,4,4487
FA2303110035,5,WE,0,3,4488
FA2303110036,5,G,0,1.5,4489
FA2303110037,5,G,0,1,4490
FA2303110038,5,G,0,4.5,4491
FA2303110043,5,G,0,1.5,4492
FA2303110044,5,G,0,2.5,4493
FA2303110129,5,CNC,0,6,4494
FA2303110130,5,CNC,0,6,4495
FA2303110131,5,GP,0,4,4496
FA2303110132,5,ES,0,12,4497
FA2303050106,6,ES,0,13,4498
FA2303050107,6,ES,0,13,4499
FA2303050108,6,ES,0,13,4500
FA2303050109,6,ES,0,13,4501
FA2303110034,6,CNC,0,13,4502
FA2303110035,6,CNC,0,6,4503
FA2303110036,6,WE,0,2.5,4504
FA2303110037,6,WE,0,2,4505
FA2303110038,6,WE,0,2,4506
FA2303110043,6,WE,0,3.5,4507
FA2303110044,6,WE,0,3.5,4508
FA2303110129,6,ES,0,8,4509
FA2303110130,6,ES,0,8,4510
FA2303110131,6,G,0,8,4511
FA2303110132,6,M,0,1.5,4512
FA2303050106,7,M,0,1,4513
FA2303050107,7,M,0,1,4514
FA2303050108,7,M,0,1,4515
FA2303050109,7,M,0,1,4516
FA2303110034,7,WE,0,6,4517
FA2303110035,7,ES,0,2.5,4518
FA2303110036,7,ES,0,6,4519
FA2303110037,7,ES,0,6,4520
FA2303110038,7,ES,0,6,4521
FA2303110043,7,ES,0,6,4522
FA2303110044,7,ES,0,10,4523
FA2303110129,7,G,0,4,4524
FA2303110130,7,G,0,4,4525
FA2303110131,7,ES,0,10,4526
FA2303110132,7,G,0,0.5,4527
FA2303050106,8,G,0,0.6,4528
FA2303050107,8,G,0,0.6,4529
FA2303050108,8,G,0,0.6,4530
FA2303050109,8,G,0,0.6,4531
FA2303110034,8,M,0,1,4532
FA2303110035,8,M,0,1,4533
FA2303110036,8,M,0,0.5,4534
FA2303110037,8,M,0,0.5,4535
FA2303110038,8,M,0,0.5,4536
FA2303110043,8,M,0,0.5,4537
FA2303110044,8,M,0,0.5,4538
FA2303110131,8,M,0,1.5,4539
FA2303110036,9,G,0,0.3,4540
FA2303110037,9,G,0,0.3,4541
FA2303110038,9,G,0,0.3,4542
FA2303110043,9,G,0,0.3,4543
FA2303110044,9,G,0,0.5,4544
FA2303110131,9,G,0,0.5,4545
FA2303110057,2,CNC,0,2,4546
FA2303110061,2,ES,0,2,4547
FA2303110063,2,ES,0,2,4548
FA2303010108,3,G,0,5,4549
FA2303110057,3,ES,0,2.5,4550
FA2303110065,3,WE,0,1.5,4551
FA2303010108,4,M,0,3,4552
FA2303110032,4,G,0,3,4553
FA2303110033,4,G,0,3,4554
FA2303110065,4,ES,0,2.5,4555
FA2303110067,4,ES,0,4,4556
FA2303050110,5,ES,0,12,4557
FA2303110032,5,ES,0,4,4558
FA2303110033,5,ES,0,6,4559
FA2303010169,2,ES,0,1,4560
FA2302240413,3,H,0,72,4561
FA2302240413,4,GP,0,3,4562
FA2302240413,5,G,0,1.5,4563
FA2302240413,6,WE,0,6,4564
FA2302240413,7,CNC,0,3,4565
FA2303130471,2,EP,0,0.3,4566
FA2303130472,2,EP,0,0.3,4567
FA2303130473,2,EP,0,0.3,4568
FA2303130471,3,WE,0,14,4569
FA2303130472,3,WE,0,14,4570
FA2303130473,3,WE,0,14,4571
FA2303130471,4,GP,0,5,4572
FA2303130472,4,GP,0,5,4573
FA2303130473,4,GP,0,5,4574
FA2303130471,5,WE,0,3,4575
FA2303130472,5,WE,0,3,4576
FA2303130473,5,WE,0,3,4577
FA2303130471,6,ES,0,16,4578
FA2303130472,6,ES,0,16,4579
FA2303130473,6,ES,0,16,4580
FA2303130471,7,M,0,0.8,4581
FA2303130472,7,M,0,0.8,4582
FA2303130473,7,M,0,0.8,4583
FA2303130471,8,G,0,1,4584
FA2303130472,8,G,0,1,4585
FA2303130473,8,G,0,1,4586
FA2303130462,2,EP,0,0.3,4587
FA2303130463,2,EP,0,0.3,4588
FA2303130464,2,EP,0,0.3,4589
FA2303130465,2,EP,0,0.3,4590
FA2303130466,2,EP,0,0.3,4591
FA2303130467,2,EP,0,0.3,4592
FA2303130474,2,EP,0,0.3,4593
FA2303130475,2,EP,0,0.3,4594
FA2303130476,2,EP,0,0.3,4595
FA2303130462,3,WE,0,14,4596
FA2303130463,3,WE,0,14,4597
FA2303130464,3,WE,0,14,4598
FA2303130465,3,WE,0,14,4599
FA2303130466,3,WE,0,14,4600
FA2303130467,3,WE,0,14,4601
FA2303130474,3,WE,0,14,4602
FA2303130475,3,WE,0,14,4603
FA2303130476,3,WE,0,14,4604
FA2303130462,4,GP,0,5,4605
FA2303130463,4,GP,0,5,4606
FA2303130464,4,GP,0,5,4607
FA2303130465,4,GP,0,5,4608
FA2303130466,4,GP,0,5,4609
FA2303130467,4,GP,0,5,4610
FA2303130474,4,GP,0,5,4611
FA2303130475,4,GP,0,5,4612
FA2303130476,4,GP,0,5,4613
FA2303130462,5,WE,0,3,4614
FA2303130463,5,WE,0,3,4615
FA2303130464,5,WE,0,3,4616
FA2303130465,5,WE,0,3,4617
FA2303130466,5,WE,0,3,4618
FA2303130467,5,WE,0,3,4619
FA2303130474,5,WE,0,3,4620
FA2303130475,5,WE,0,3,4621
FA2303130476,5,WE,0,3,4622
FA2303130462,6,ES,0,12,4623
FA2303130463,6,ES,0,12,4624
FA2303130464,6,ES,0,12,4625
FA2303130465,6,ES,0,7,4626
FA2303130466,6,ES,0,7,4627
FA2303130467,6,ES,0,7,4628
FA2303130474,6,ES,0,7,4629
FA2303130475,6,ES,0,7,4630
FA2303130476,6,ES,0,7,4631
FA2303130462,7,M,0,0.8,4632
FA2303130463,7,M,0,0.8,4633
FA2303130464,7,M,0,0.8,4634
FA2303130465,7,M,0,0.8,4635
FA2303130466,7,M,0,0.8,4636
FA2303130467,7,M,0,0.8,4637
FA2303130474,7,M,0,0.8,4638
FA2303130475,7,M,0,0.8,4639
FA2303130476,7,M,0,0.8,4640
FA2303130462,8,G,0,0.5,4641
FA2303130463,8,G,0,0.5,4642
FA2303130464,8,G,0,0.5,4643
FA2303130465,8,G,0,0.5,4644
FA2303130466,8,G,0,0.5,4645
FA2303130467,8,G,0,0.5,4646
FA2303130474,8,G,0,1,4647
FA2303130475,8,G,0,1,4648
FA2303130476,8,G,0,1,4649
FA2303130419,1,G,0,1.3,4650
FA2303130421,1,G,0,1.8,4651
FA2211300097,2,ES,0,1,4652
FA2212310005,3,M,0,3,4653
FA2212310006,3,M,0,2,4654
FA2212310007,3,M,0,2,4655
FA2302220053,3,CNC,0,0.1,4656
FA2211280008,4,CNC,0,6,4657
FA2211280008,5,M,0,3,4658
FA2302160032,5,CNC,0,8,4659
FA2211140022,2,ES,0,2,4660
FA2212090054,2,ES,0,0.5,4661
FA2212130004,2,ES,0,0.5,4662
FA2212130005,2,ES,0,0.5,4663
FA2301140012,2,ES,0,0.5,4664
FA2301140013,2,ES,0,0.5,4665
FA2301140046,2,ES,0,0.5,4666
FA2301140079,2,ES,0,0.5,4667
FA2301140080,2,ES,0,0.5,4668
FA2301140081,2,ES,0,0.5,4669
FA2301140082,2,ES,0,0.5,4670
FA2301140083,2,ES,0,0.5,4671
FA2301140084,2,ES,0,1,4672
FA2301140085,2,ES,0,0.5,4673
FA2301140086,2,ES,0,1,4674
FA2301140087,2,ES,0,1,4675
FA2302240460,2,ES,0,0.5,4676
FA2302240461,2,ES,0,0.5,4677
FA2302240462,2,ES,0,0.5,4678
